signature,technique_id,technique_name,tactic,description
ET MALWARE Win32/SocGholish CnC Domain in DNS Lookup (* .adx-crm .com),T1189,Drive by Compromise,Initial Access,Mapped from ET Open rule metadata.
ET MALWARE Win32/SocGholish CnC Domain in DNS Lookup (academy .entrepreneurwealthhub .com),T1189,Drive by Compromise,Initial Access,Mapped from ET Open rule metadata.
ET MALWARE Win32/SocGholish CnC Domain in DNS Lookup (certificate .hypnotherapy-training .co .nz),T1189,Drive by Compromise,Initial Access,Mapped from ET Open rule metadata.
ET MALWARE Win32/SocGholish CnC Domain in DNS Lookup (cluster .buydoorlitesandlouvers .com),T1189,Drive by Compromise,Initial Access,Mapped from ET Open rule metadata.
ET MALWARE Win32/SocGholish CnC Domain in DNS Lookup (cpanel .kreativelife .net),T1189,Drive by Compromise,Initial Access,Mapped from ET Open rule metadata.
ET MALWARE Win32/SocGholish CnC Domain in DNS Lookup (dashboard .nzlifecoaching .com),T1189,Drive by Compromise,Initial Access,Mapped from ET Open rule metadata.
ET MALWARE Win32/SocGholish CnC Domain in DNS Lookup (estate .envisionfonddulac .org),T1189,Drive by Compromise,Initial Access,Mapped from ET Open rule metadata.
ET MALWARE Win32/SocGholish CnC Domain in DNS Lookup (exclusive .nobogoods .com),T1189,Drive by Compromise,Initial Access,Mapped from ET Open rule metadata.
ET MALWARE Win32/SocGholish CnC Domain in DNS Lookup (mail .aestheticfina .com),T1189,Drive by Compromise,Initial Access,Mapped from ET Open rule metadata.
ET MALWARE Win32/SocGholish CnC Domain in DNS Lookup (nevada .mandros .us),T1189,Drive by Compromise,Initial Access,Mapped from ET Open rule metadata.
ET MALWARE Win32/SocGholish CnC Domain in DNS Lookup (programs .edlester .com),T1189,Drive by Compromise,Initial Access,Mapped from ET Open rule metadata.
ET MALWARE Win32/SocGholish CnC Domain in DNS Lookup (round .micha .ai),T1189,Drive by Compromise,Initial Access,Mapped from ET Open rule metadata.
ET MALWARE Win32/SocGholish CnC Domain in DNS Lookup (sponsor .sewacanada .org),T1189,Drive by Compromise,Initial Access,Mapped from ET Open rule metadata.
ET MALWARE Win32/SocGholish CnC Domain in DNS Lookup (whcms .greendreamcannabis .com),T1189,Drive by Compromise,Initial Access,Mapped from ET Open rule metadata.
ET MALWARE Win32/SocGholish CnC Domain in DNS Lookup (windows .envisionfonddulac .net),T1189,Drive by Compromise,Initial Access,Mapped from ET Open rule metadata.
ET MALWARE Win32/SocGholish CnC Domain in TLS SNI (* .adx-crm .com),T1189,Drive by Compromise,Initial Access,Mapped from ET Open rule metadata.
ET MALWARE Win32/SocGholish CnC Domain in TLS SNI (academy .entrepreneurwealthhub .com),T1189,Drive by Compromise,Initial Access,Mapped from ET Open rule metadata.
ET MALWARE Win32/SocGholish CnC Domain in TLS SNI (certificate .hypnotherapy-training .co .nz),T1189,Drive by Compromise,Initial Access,Mapped from ET Open rule metadata.
ET MALWARE Win32/SocGholish CnC Domain in TLS SNI (cluster .buydoorlitesandlouvers .com),T1189,Drive by Compromise,Initial Access,Mapped from ET Open rule metadata.
ET MALWARE Win32/SocGholish CnC Domain in TLS SNI (cpanel .kreativelife .net),T1189,Drive by Compromise,Initial Access,Mapped from ET Open rule metadata.
ET MALWARE Win32/SocGholish CnC Domain in TLS SNI (dashboard .nzlifecoaching .com),T1189,Drive by Compromise,Initial Access,Mapped from ET Open rule metadata.
ET MALWARE Win32/SocGholish CnC Domain in TLS SNI (estate .envisionfonddulac .org),T1189,Drive by Compromise,Initial Access,Mapped from ET Open rule metadata.
ET MALWARE Win32/SocGholish CnC Domain in TLS SNI (exclusive .nobogoods .com),T1189,Drive by Compromise,Initial Access,Mapped from ET Open rule metadata.
ET MALWARE Win32/SocGholish CnC Domain in TLS SNI (mail .aestheticfina .com),T1189,Drive by Compromise,Initial Access,Mapped from ET Open rule metadata.
ET MALWARE Win32/SocGholish CnC Domain in TLS SNI (nevada .mandros .us),T1189,Drive by Compromise,Initial Access,Mapped from ET Open rule metadata.
ET MALWARE Win32/SocGholish CnC Domain in TLS SNI (programs .edlester .com),T1189,Drive by Compromise,Initial Access,Mapped from ET Open rule metadata.
ET MALWARE Win32/SocGholish CnC Domain in TLS SNI (round .micha .ai),T1189,Drive by Compromise,Initial Access,Mapped from ET Open rule metadata.
ET MALWARE Win32/SocGholish CnC Domain in TLS SNI (sponsor .sewacanada .org),T1189,Drive by Compromise,Initial Access,Mapped from ET Open rule metadata.
ET MALWARE Win32/SocGholish CnC Domain in TLS SNI (whcms .greendreamcannabis .com),T1189,Drive by Compromise,Initial Access,Mapped from ET Open rule metadata.
ET MALWARE Win32/SocGholish CnC Domain in TLS SNI (windows .envisionfonddulac .net),T1189,Drive by Compromise,Initial Access,Mapped from ET Open rule metadata.
ET MALWARE Win32/SocGholish Domain in DNS Lookup (clients .dedicatedservicesusa .com),T1189,Drive by Compromise,Initial Access,Mapped from ET Open rule metadata.
ET MALWARE Win32/SocGholish Domain in DNS Lookup (dashnex .plexusmarket .fund),T1189,Drive by Compromise,Initial Access,Mapped from ET Open rule metadata.
ET MALWARE Win32/SocGholish Domain in TLS SNI (clients .dedicatedservicesusa .com),T1189,Drive by Compromise,Initial Access,Mapped from ET Open rule metadata.
ET MALWARE Win32/SocGholish Domain in TLS SNI (dashnex .plexusmarket .fund),T1189,Drive by Compromise,Initial Access,Mapped from ET Open rule metadata.
ET MALWARE Win32/Spyder CnC Checkin,T1041,Exfiltration Over C2 Channel,Exfiltration,Mapped from ET Open rule metadata.
ET MALWARE Win32/Spyder Sending Info to CnC,T1041,Exfiltration Over C2 Channel,Exfiltration,Mapped from ET Open rule metadata.
ET MALWARE Win32/Spyder Successful CnC Checkin,T1041,Exfiltration Over C2 Channel,Exfiltration,Mapped from ET Open rule metadata.
ET MALWARE Win32/Stealc/Vidar Stealer Style Headers In HTTP POST M2,T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Striked Ransomware CnC Checkin,T1486,Data Encrypted for Impact,Impact,Mapped from ET Open rule metadata.
ET MALWARE Win32/SVCReady Loader - Logs,T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/SVCReady Loader - Screenshot,T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/SVCReady Loader - SysInfo M1,T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/SVCReady Loader - SysInfo M2,T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/SVCReady Loader CnC Activity M2,T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/TA569 Gholoader CnC Domain in DNS Lookup (ai .lanpdt .org),T1189,Drive by Compromise,Initial Access,Mapped from ET Open rule metadata.
ET MALWARE Win32/TA569 Gholoader CnC Domain in DNS Lookup (ai-dev .overscaleconsulting .com),T1189,Drive by Compromise,Initial Access,Mapped from ET Open rule metadata.
ET MALWARE Win32/TA569 Gholoader CnC Domain in DNS Lookup (api .htscefh .com),T1189,Drive by Compromise,Initial Access,Mapped from ET Open rule metadata.
ET MALWARE Win32/TA569 Gholoader CnC Domain in DNS Lookup (app .dessertshouse .com),T1189,Drive by Compromise,Initial Access,Mapped from ET Open rule metadata.
ET MALWARE Win32/TA569 Gholoader CnC Domain in DNS Lookup (app .enzirt .com),T1189,Drive by Compromise,Initial Access,Mapped from ET Open rule metadata.
ET MALWARE Win32/TA569 Gholoader CnC Domain in DNS Lookup (app .novationseo .com),T1189,Drive by Compromise,Initial Access,Mapped from ET Open rule metadata.
ET MALWARE Win32/TA569 Gholoader CnC Domain in DNS Lookup (app .symphoniabags .com),T1189,Drive by Compromise,Initial Access,Mapped from ET Open rule metadata.
ET MALWARE Win32/TA569 Gholoader CnC Domain in DNS Lookup (assets .studermfg .com),T1189,Drive by Compromise,Initial Access,Mapped from ET Open rule metadata.
ET MALWARE Win32/TA569 Gholoader CnC Domain in DNS Lookup (billing .roofnrack .us),T1189,Drive by Compromise,Initial Access,Mapped from ET Open rule metadata.
ET MALWARE Win32/TA569 Gholoader CnC Domain in DNS Lookup (calc .diversifieddebtsolutions .com),T1189,Drive by Compromise,Initial Access,Mapped from ET Open rule metadata.
ET MALWARE Win32/TA569 Gholoader CnC Domain in DNS Lookup (cpanel .productdevelopmentplan .com),T1189,Drive by Compromise,Initial Access,Mapped from ET Open rule metadata.
ET MALWARE Win32/TA569 Gholoader CnC Domain in DNS Lookup (cpanel .quantumconcretecoatings .com),T1189,Drive by Compromise,Initial Access,Mapped from ET Open rule metadata.
ET MALWARE Win32/TA569 Gholoader CnC Domain in DNS Lookup (cpanel .thekooljack .com),T1189,Drive by Compromise,Initial Access,Mapped from ET Open rule metadata.
ET MALWARE Win32/TA569 Gholoader CnC Domain in DNS Lookup (dl .newtoyourgame .com),T1189,Drive by Compromise,Initial Access,Mapped from ET Open rule metadata.
ET MALWARE Win32/TA569 Gholoader CnC Domain in DNS Lookup (download .romeropizza .com),T1189,Drive by Compromise,Initial Access,Mapped from ET Open rule metadata.
ET MALWARE Win32/TA569 Gholoader CnC Domain in DNS Lookup (feedback .bigsightsystems .com),T1189,Drive by Compromise,Initial Access,Mapped from ET Open rule metadata.
ET MALWARE Win32/TA569 Gholoader CnC Domain in DNS Lookup (files .businessmondo .com),T1189,Drive by Compromise,Initial Access,Mapped from ET Open rule metadata.
ET MALWARE Win32/TA569 Gholoader CnC Domain in DNS Lookup (files .tucsonrenovationservices .com),T1189,Drive by Compromise,Initial Access,Mapped from ET Open rule metadata.
ET MALWARE Win32/TA569 Gholoader CnC Domain in DNS Lookup (folders .emeraldpinesolutions .com),T1189,Drive by Compromise,Initial Access,Mapped from ET Open rule metadata.
ET MALWARE Win32/TA569 Gholoader CnC Domain in DNS Lookup (git .xtertexter .com),T1189,Drive by Compromise,Initial Access,Mapped from ET Open rule metadata.
ET MALWARE Win32/TA569 Gholoader CnC Domain in DNS Lookup (images .mildecommercialrealestate .com),T1189,Drive by Compromise,Initial Access,Mapped from ET Open rule metadata.
ET MALWARE Win32/TA569 Gholoader CnC Domain in DNS Lookup (images .therunningink .com),T1189,Drive by Compromise,Initial Access,Mapped from ET Open rule metadata.
ET MALWARE Win32/TA569 Gholoader CnC Domain in DNS Lookup (images .venthalpyapp .com),T1189,Drive by Compromise,Initial Access,Mapped from ET Open rule metadata.
ET MALWARE Win32/TA569 Gholoader CnC Domain in DNS Lookup (m .awareinsurance .com),T1189,Drive by Compromise,Initial Access,Mapped from ET Open rule metadata.
ET MALWARE Win32/TA569 Gholoader CnC Domain in DNS Lookup (m .cpa2go .com),T1189,Drive by Compromise,Initial Access,Mapped from ET Open rule metadata.
ET MALWARE Win32/TA569 Gholoader CnC Domain in DNS Lookup (m .groiz .com),T1189,Drive by Compromise,Initial Access,Mapped from ET Open rule metadata.
ET MALWARE Win32/TA569 Gholoader CnC Domain in DNS Lookup (markets .globalequity360 .com),T1189,Drive by Compromise,Initial Access,Mapped from ET Open rule metadata.
ET MALWARE Win32/TA569 Gholoader CnC Domain in DNS Lookup (mgmt .studerandson .us),T1189,Drive by Compromise,Initial Access,Mapped from ET Open rule metadata.
ET MALWARE Win32/TA569 Gholoader CnC Domain in DNS Lookup (panel .sineramiel .com),T1189,Drive by Compromise,Initial Access,Mapped from ET Open rule metadata.
ET MALWARE Win32/TA569 Gholoader CnC Domain in DNS Lookup (photo .suziestuder .com),T1189,Drive by Compromise,Initial Access,Mapped from ET Open rule metadata.
ET MALWARE Win32/TA569 Gholoader CnC Domain in DNS Lookup (pre-order .sodakconcretecoatings .com),T1189,Drive by Compromise,Initial Access,Mapped from ET Open rule metadata.
ET MALWARE Win32/TA569 Gholoader CnC Domain in DNS Lookup (promo .summat10n .org),T1189,Drive by Compromise,Initial Access,Mapped from ET Open rule metadata.
ET MALWARE Win32/TA569 Gholoader CnC Domain in DNS Lookup (sample .tcroadgear .com),T1189,Drive by Compromise,Initial Access,Mapped from ET Open rule metadata.
ET MALWARE Win32/TA569 Gholoader CnC Domain in DNS Lookup (secure .clinchstar .com),T1189,Drive by Compromise,Initial Access,Mapped from ET Open rule metadata.
ET MALWARE Win32/TA569 Gholoader CnC Domain in DNS Lookup (stable .lanpdt .info),T1189,Drive by Compromise,Initial Access,Mapped from ET Open rule metadata.
ET MALWARE Win32/TA569 Gholoader CnC Domain in DNS Lookup (updates .highendmark .com),T1189,Drive by Compromise,Initial Access,Mapped from ET Open rule metadata.
ET MALWARE Win32/TA569 Gholoader CnC Domain in DNS Lookup (www .stirngo .com),T1189,Drive by Compromise,Initial Access,Mapped from ET Open rule metadata.
ET MALWARE Win32/TA569 Gholoader CnC Domain in DNS Lookup (www .thelist2win .com),T1189,Drive by Compromise,Initial Access,Mapped from ET Open rule metadata.
ET MALWARE Win32/TA569 Gholoader CnC Domain in TLS SNI (ai .lanpdt .org),T1189,Drive by Compromise,Initial Access,Mapped from ET Open rule metadata.
ET MALWARE Win32/TA569 Gholoader CnC Domain in TLS SNI (ai-dev .overscaleconsulting .com),T1189,Drive by Compromise,Initial Access,Mapped from ET Open rule metadata.
ET MALWARE Win32/TA569 Gholoader CnC Domain in TLS SNI (api .htscefh .com),T1189,Drive by Compromise,Initial Access,Mapped from ET Open rule metadata.
ET MALWARE Win32/TA569 Gholoader CnC Domain in TLS SNI (app .dessertshouse .com),T1189,Drive by Compromise,Initial Access,Mapped from ET Open rule metadata.
ET MALWARE Win32/TA569 Gholoader CnC Domain in TLS SNI (app .enzirt .com),T1189,Drive by Compromise,Initial Access,Mapped from ET Open rule metadata.
ET MALWARE Win32/TA569 Gholoader CnC Domain in TLS SNI (app .novationseo .com),T1189,Drive by Compromise,Initial Access,Mapped from ET Open rule metadata.
ET MALWARE Win32/TA569 Gholoader CnC Domain in TLS SNI (app .symphoniabags .com),T1189,Drive by Compromise,Initial Access,Mapped from ET Open rule metadata.
ET MALWARE Win32/TA569 Gholoader CnC Domain in TLS SNI (assets .studermfg .com),T1189,Drive by Compromise,Initial Access,Mapped from ET Open rule metadata.
ET MALWARE Win32/TA569 Gholoader CnC Domain in TLS SNI (billing .roofnrack .us),T1189,Drive by Compromise,Initial Access,Mapped from ET Open rule metadata.
ET MALWARE Win32/TA569 Gholoader CnC Domain in TLS SNI (calc .diversifieddebtsolutions .com),T1189,Drive by Compromise,Initial Access,Mapped from ET Open rule metadata.
ET MALWARE Win32/TA569 Gholoader CnC Domain in TLS SNI (cpanel .productdevelopmentplan .com),T1189,Drive by Compromise,Initial Access,Mapped from ET Open rule metadata.
ET MALWARE Win32/TA569 Gholoader CnC Domain in TLS SNI (cpanel .quantumconcretecoatings .com),T1189,Drive by Compromise,Initial Access,Mapped from ET Open rule metadata.
ET MALWARE Win32/TA569 Gholoader CnC Domain in TLS SNI (cpanel .thekooljack .com),T1189,Drive by Compromise,Initial Access,Mapped from ET Open rule metadata.
ET MALWARE Win32/TA569 Gholoader CnC Domain in TLS SNI (dl .newtoyourgame .com),T1189,Drive by Compromise,Initial Access,Mapped from ET Open rule metadata.
ET MALWARE Win32/TA569 Gholoader CnC Domain in TLS SNI (download .romeropizza .com),T1189,Drive by Compromise,Initial Access,Mapped from ET Open rule metadata.
ET MALWARE Win32/TA569 Gholoader CnC Domain in TLS SNI (feedback .bigsightsystems .com),T1189,Drive by Compromise,Initial Access,Mapped from ET Open rule metadata.
ET MALWARE Win32/TA569 Gholoader CnC Domain in TLS SNI (files .businessmondo .com),T1189,Drive by Compromise,Initial Access,Mapped from ET Open rule metadata.
ET MALWARE Win32/TA569 Gholoader CnC Domain in TLS SNI (files .tucsonrenovationservices .com),T1189,Drive by Compromise,Initial Access,Mapped from ET Open rule metadata.
ET MALWARE Win32/TA569 Gholoader CnC Domain in TLS SNI (folders .emeraldpinesolutions .com),T1189,Drive by Compromise,Initial Access,Mapped from ET Open rule metadata.
ET MALWARE Win32/TA569 Gholoader CnC Domain in TLS SNI (git .xtertexter .com),T1189,Drive by Compromise,Initial Access,Mapped from ET Open rule metadata.
